Learning Rate,0.2
Discount Factor,0.9

,APPROACH,RUN
BLUE,0,0
GREEN,-2.0,0

,APPROACH,RUN
BLUE,1.0,0
GREEN,-2.0,0

,APPROACH,RUN
BLUE,1.0,0
GREEN,-2.0,0.0

,APPROACH,RUN
BLUE,1.0,0
GREEN,-2.0,0.0

,APPROACH,RUN
BLUE,1.0,0.0
GREEN,-2.0,0.0

,APPROACH,RUN
BLUE,1.0,0.0
GREEN,-2.0,0.0

,APPROACH,RUN
BLUE,1.8,0.0
GREEN,-2.0,0.0

,APPROACH,RUN
BLUE,2.4400000000000004,0.0
GREEN,-2.0,0.0

,APPROACH,RUN
BLUE,2.4400000000000004,0.0
GREEN,-2.0,0.0

,APPROACH,RUN
BLUE,2.4400000000000004,0.0
GREEN,-2.0,0.0

,APPROACH,RUN
BLUE,2.9520000000000004,0.0
GREEN,-2.0,0.0

,APPROACH,RUN
BLUE,2.9520000000000004,0.0
GREEN,-2.0,0.0

,APPROACH,RUN
BLUE,2.9520000000000004,0.0
GREEN,-2.0,0.0

,APPROACH,RUN
BLUE,3.3616,0.0
GREEN,-2.0,0.0

,APPROACH,RUN
BLUE,3.68928,0.0
GREEN,-2.0,0.0

,APPROACH,RUN
BLUE,3.68928,0.0
GREEN,-2.0,0.0

,APPROACH,RUN
BLUE,3.68928,0.0
GREEN,-3.6,0.0

,APPROACH,RUN
BLUE,3.68928,0.0
GREEN,-3.6,0.0

,APPROACH,RUN
BLUE,3.9514240000000003,0.0
GREEN,-3.6,0.0

,APPROACH,RUN
BLUE,4.1611392,0.0
GREEN,-3.6,0.0

,APPROACH,RUN
BLUE,4.32891136,0.0
GREEN,-3.6,0.0

